,feature_id,contained
226,0x11b59b25e95279b3:0x750606a908c4d293,False
227,0x11b7c33970ffd151:0x608282e42f1d2d31,False
228,0x11b8112537481355:0xc2546498718561c5,False
229,0x11c91254253233a5:0xba70afce10ec2d02,False
230,0x11c9781917b85641:0x3ad9e4576882f8b9,False
231,0x11c9ace3c897378f:0x266eeb244c08e54a,False
232,0x11ca516d576c3cbf:0x657b0b273a9775d2,False
233,0x103094025fba5fdb:0x455d4accf31a7bdd,False
234,0x10350777507e1103:0x7318d1e568b5786a,False
235,0x103973ea61414cd5:0xab0e1d6b6df9e4b,False
236,0x1042549e2091b8d9:0x470f71359948c94c,False
237,0x104300b8c5712c47:0xddca8fe886f3b66a,False
238,0x10434107a7b3d8e5:0x1129931123e4e7bd,False
239,0x104391bf5498a72d:0x118ed99a8f9f8092,False
240,0x1043b0a469818703:0x59656b41e3549148,False
241,0x104695fc2cc66c4d:0x819d8251b10e5e02,False
242,0x1046bab04636b2a5:0x8b733d77618c1b88,False
243,0x1047afa39f7738d1:0x62975fcc165be1de,False
244,0x104dd3c314ed946d:0x76031ece987e10c1,True
245,0x104e745f4cd62fd9:0x53bd17b4a20ea12b,False
246,0x104f5e0fea6fe187:0x22ba4f350441336d,False
247,0x10519cb0a5d5f395:0x741815bbfefa3a53,False
248,0x1053a1b1524cc511:0x7fa9f60e80a15bc6,False
249,0x105ccf9e975f414d:0x35d1ece74b5fbf34,False
250,0x1067f6bffe0bd55b:0xc8bdcbf750e810bd,False
251,0x11b1c6e706aa6223:0xc416ca1b22375a8,False
252,0x1043b4c623de0a35:0xd4a7592aa59d29b0,False
253,0x10370d45f7179427:0x3f70123a2b1a4e05,False
254,0x103f4b7154e6455f:0x43f1720b65e729e6,False
255,0x1042161741eac763:0xea61ec43e89f81,False
256,0x1042388abcc83421:0x8579a8a81f6b58f6,False
257,0x10425290acaab5f5:0x9ee5657291c84172,False
258,0x104259980202a4a1:0x2b97fd8924660eb1,False
259,0x104319e51c5e6b99:0x964d6bc8c82daa1e,False
260,0x10432a5d4426c013:0x6e704a8f4e59ac0,False
261,0x10439ca6a1a9f505:0x749d68432b14aaf2,False
262,0x10439e7df52636c3:0x8199431c552824d6,False
263,0x1043a915e679be13:0x3d8d0e65c6b86add,False
264,0x1043bbdbd396292d:0x1beb41d04aba7fc6,False
265,0x104498cb3c63875d:0x59f4f8bacdb7d7f6,False
266,0x10487ff91756fa05:0x9262708eb24661e5,False
267,0x104e65c07945befd:0x46a4ce0766a5f8a9,False
268,0x105cb512b6bc2bbd:0x5be81bddaed098d8,False
269,0x105d2b05bfe35081:0x3325965c715127a2,False
270,0x105d368d66ac312f:0x671a92ad0e1f128e,False
271,0x10f97d762075a71d:0xee20f4c1d93436a4,False
272,0x10fd9c8c7f413627:0xca3bd12c84eec3c1,False
273,0x11abfb0d8e1e562f:0xa3294b440f04e324,False
274,0x105f1611c9ca28a3:0xf2a0e6db2ca773f9,False
275,0x105f9a969870caef:0x4ff58699c7d49808,False
276,0x105fbad0676ba82d:0xf56b57e52a008ebd,False
277,0x1060c722eea47aa1:0x23be678dee591327,False
278,0x1061128be2e1fe6d:0x92daa1444781c48b,False
279,0x106113cec03afb79:0xf764dff0a57246b,False
280,0x10613259651819a3:0x754210aa92e62bff,False
281,0x10614aaa4805faaf:0xae7f25a896924e2f,False
282,0x108bcf7a309a7977:0x7f54bad35e693c51,False
283,0x10efe2254719ac6b:0xa907c3abd1a34b31,False
284,0x10f5f935e980fc81:0x9887deecf63330c5,False
285,0x10fcc82df020ce63:0x25783682c720f05e,False
286,0x111d9fad2b74dfcd:0x5c9484bea7d549b7,False
287,0x10669ee448712c1f:0x97809ed666b1df0c,False
288,0x107f3b8a5438f3ed:0x7bc2e2f27cd22bc2,False
289,0x10b8ef1ced57aa03:0x9bd6c5df6fe5519,False
290,0x111963cd18fcf74f:0xb8a3e92c76d2aa3b,False
291,0x11a5c3109ae643fd:0x26bc65abec674004,False
292,0x11b8b2316ebbda57:0xe304d18101f65634,False
293,0x11ba807b8e8e8f9d:0x3e61baae0c6a30a4,False
294,0x11cf0e9124f1b493:0x5b54544775dcca30,False
295,0x11d0756cc0ddfc65:0x81ce4bafda77b74e,False
296,0x128fad41c48b28b5:0x85ce2eadf67d55fe,False
297,0x128fb20a92cfe02b:0x5417f83e218b9393,False
298,0x12f3159c5fcafc4b:0xb063cfbbd3cadcd5,False
299,0xd7e8854841f537d:0x4187f63762f7290f,False
300,0x12979259c61ac757:0xc40d5406c3d058c6,False
301,0x129946bc6d9d1985:0xb6ca1af29357fa88,False
302,0x12a150e4b86d9e5d:0x2e2190d249deced2,False
303,0x12a15ae1547f4e3f:0xff12a14cb75f8750,False
304,0x12a386f797cd9edf:0xe43fea2d6027be1,False
305,0x12a3fcdbd3ddf159:0x920569a71387a3b2,False
306,0x12a469dd0ad22785:0x8372c0f219b85a57,False
307,0x12a4798adfdbf557:0x136fbb2ddafe4438,False
308,0x12a482becb445f4f:0xc9f576ce44531eab,False
309,0x12a49177f830e3c5:0xfaeb6982d5b8dffe,False
310,0x12a492e820fabbfd:0xab0d33c5f2c73098,False
311,0x12a494fd00277675:0x3691e3615821df42,False
312,0x12a496c2a6d57035:0xb16124d430411319,False
313,0x12a49816718e30e5:0x44b0fb3d4f47660a,False
314,0x12a498e7672e0317:0x36127a984f4c05d5,False
315,0x12a4995b21dba8f9:0x400fae021a40690,False
316,0x12a49be805431d77:0x71376d1e9f1282ed,False
317,0x12a49c18c56e6ecb:0xa99219dfb6b2176e,False
318,0x12a4b518d7addc71:0xd6b932f372b5918,False
319,0x12a4bb1298efb741:0x987b0abc3e6ea84d,False
320,0x12a4bc87d8dda1f5:0x62a5c003c7b27b8,False
321,0x12a4bcaa5d0e78c3:0x400fae021a40e00,False
322,0x12a4bed843a098b7:0x12c8221d86abef15,False
323,0x12a4c7cf4242446d:0x1c7b5f146fbca228,False
324,0x12a52704dd2ddbe3:0x6c8e5a7fb5f1b4b3,False
325,0x12a6e048e73bd37f:0xa0d32ea2d259aaaf,False
326,0x12ba8de7daf77b2d:0x2f451468ac1a35cb,False
327,0x12bacadf6bbc6837:0x9f69041cffd33b7b,False
328,0x12bae72798c8fdab:0xaf3845b6a5296a6f,False
329,0x12bb170787077a59:0x9273ef3da6e68c78,False
330,0x12bb3df338248d43:0xd00e38b0f0638982,False
331,0xc3f62bb27da5c45:0x682c6281a96f26a2,False
332,0xc40950e91c097d1:0xab36b5ac5338ba65,False
333,0xc409f1495af39dd:0xb63505e6830a024,False
334,0xc41cceccc254171:0x43111473d277e52e,False
335,0xc41cdeccdcfeaf5:0x54a9fe4642667870,False
336,0xc46276fc5b3ba57:0x93c5d5f6589a2ec4,False
337,0xd0c34bd56ad3247:0xf716d829c0c890f6,False
338,0xd0c9496ba5d5751:0xa626ca859cd81ce9,False
339,0xd0ca3e7e929acef:0x40463fd8ca1c640,False
340,0xd0cc0f52a2e26f3:0x50a332203e0d0690,False
341,0xd0dc6e84844a39f:0x6dac3ef5f3d0ffea,False
342,0xd0dcd24afe80747:0xeaa0fa57425c3a0a,False
343,0xd0dd011d731c25b:0x929c66b8e1876e00,False
344,0xd0dd25724ec240f:0x40463fd8ca03b00,False
345,0xd0dde12a2f8e5ef:0xe9bbc21d97ce48c6,False
346,0xd11cfe6d744284b:0xd82baac110b40f83,False
347,0xd1264cb69eb0c71:0xd33b81f16ee77bb,False
348,0xd126c1114be6291:0x34f018621cfe5648,False
349,0xd126cc0ff5d3bd9:0xf8012d6a9ca5cb6d,False
350,0xd126d32edb44261:0xb4c265adde85f789,False
351,0xd12705c945f7355:0x1f6735c306757c59,False
352,0xd127f0ec1c94487:0x6a1c6276d4cb02c0,False
353,0xd1426907b023fe7:0xfe5ac25ac22cadde,False
354,0xd15dfe1495a2363:0x690bbafe8741c23,False
355,0xd16e43eac5f354d:0x688c7e359714a4a9,False
356,0xd2ddfaf034b1cc1:0x363e21162a716d1f,False
357,0xd2e7618d703d177:0x90284b0722a8b65b,False
358,0xd2e7cfcf174574d:0x6a47350d095cdfee,False
359,0xd2efe44e2dd71a7:0xe0146888c087e311,False
360,0xd2f621461b2c193:0x7b441dad174bd49f,False
361,0xd2f71cf339da6d7:0x6d5b163a1be431d4,False
362,0xd2ffeb5bc5378eb:0x295326a374bca39c,False
363,0xd30ba8c4ef7b633:0xdc636ce1ab239060,False
364,0xd31ce80b130876d:0x1f305fbf2867050c,False
365,0xd365efb5d3529e7:0x12276318600c4609,False
366,0xd367c66cbf494bf:0xbd06d207048d3536,False
367,0xd368c9a60ac1c67:0x3134440ecc5e6224,False
368,0xd369b638b853ca1:0x2f8943a218606643,False
369,0xd379a9a0d5e1bd9:0x7d849ffad4f1eef3,False
370,0xd391e3bc094f817:0x3fb3a56a82306b25,False
371,0xd3f265dc7dd7c45:0x2f7ae4d00bbfa9aa,False
372,0xd401c8ed0fe010d:0x1a24f99d9c20899d,False
373,0xd40f31b5bf84b6b:0xc0f6450ab995ad4a,False
374,0xd413ee6a93332f9:0x54567221bf13dfb7,False
375,0xd4173f62e5056e5:0x1d531a9dadd12755,False
376,0xd417ddb04a9dbab:0x90343d10f0f7d020,False
377,0xd418333d1289ef5:0x98ddf7afc6a44e3e,False
378,0xd4184ecb204803f:0xcafdc908f78db4ef,False
379,0xd4186130fa9597f:0xc88bf5f6ad1bf5d5,False
380,0xd418a1c0fc4eac9:0xd08f90220cc34cb,False
381,0xd418ba70dc2a41b:0x70a2373aaadf3b9f,False
382,0xd418dd5cd83c237:0x1c298bd038d71292,False
383,0xd418f88453f469b:0x91112c817b3e0226,False
384,0xd4191d64928cf25:0x1e92effd6c47db61,False
385,0xd41f53999357c7f:0x373b04d561d407e1,False
386,0xd4205bfbede2ad9:0x4869f6f6518acd7e,False
387,0xd421ec0155a7707:0xe6f304a39ba292f,False
388,0xd421f7eeb9cb5c9:0xf04b96d431c00e1,False
389,0xd42209a1ebb8201:0x20c3fa90b7e442fc,False
390,0xd422997800a3c81:0xc436dec1618c2269,False
391,0xd422c5a19ff0af9:0xf46192b7b31372ca,False
392,0xd422ce3fbfa0267:0xe38707ca45bbd981,False
393,0xd4230128e2ea901:0x1f970f17650f0b04,False
394,0xd423c0de6c9b919:0x9014cc03cd201292,False
395,0xd423f752cb450b9:0x8998be210ac6c846,False
396,0xd424bd8c669e60b:0x555eb1454b21723,False
397,0xd43ac63987ff53b:0x800a702e2c07492e,False
398,0xd43d51c39ab514b:0x1b8aecf9235eedd3,False
399,0xd45fcbe3dc20327:0xa1f5beab8e71aa1,False
400,0xd47b1c905911a11:0x99b988742379a0dd,False
401,0xd493e72ed01f43d:0xb11dcb6f47adc1a3,False
402,0xd4949ae8a6bee71:0xd27cdc801682ba96,False
403,0xd4e4e27664b89b9:0x6534acc41e95a645,False
404,0xd4e4ef25ecabe6d:0xffa0d5f535937935,False
405,0xd4e50b7c93c609b:0x404f58273cb9e60,False
406,0xd4e59892c0a4453:0x2efe1cc29449f1d5,False
407,0xd4e5a50505a8649:0x235bb6bc512f98f5,False
408,0xd4e5bbf806dc47d:0x2983fac24f40b639,False
409,0xd4fc2377d3d8f5b:0x9c6eb78c91ab49c9,False
410,0xd50928ba31965c7:0x4e6e903632cb2e90,False
411,0xd51088ba8674817:0x86ff9f9180d14bb8,False
412,0xd51affe3b68fe15:0xe43ec55994864649,False
413,0xd584449d1d84db5:0x2c8dfd864aa74791,False
414,0xd5914dd5e618e91:0x49df13f1158489a8,False
415,0xd5aab4130b390b1:0xf98252918a168870,False
416,0xd5d6741369751c3:0x6e81ab6ed08cd292,False
417,0xd5ffe2bb82bc197:0xbf89204be1c64f49,False
418,0xd600725c31d4dc1:0x9c147cedd45f1703,False
419,0xd6045a2e3657d2b:0x74163e892530f5c6,False
420,0xd604f4cf0efb06f:0xb4a351011f7f1d39,False
421,0xd6051c7fe680011:0xaf232fc62a915f0c,False
422,0xd6177ff60c5fb55:0x989f7b3f238bd31,False
423,0xd61864e204bb377:0x3270bc5ab4510472,False
424,0xd61e8342d59bcdb:0x841e6f90d6486771,False
425,0xd6204dca62575c3:0x219fa90c0ff26eb5,False
426,0xd6235da3b9dab4b:0x1d7da872ac0b81e3,False
427,0xd634222a43ab56d:0x47d790cefef6f9ff,False
428,0xd6381f8d5928c7f:0xd627129b38c4ab9a,False
429,0xd63aa38720ffc79:0xd220b907f2229dc6,False
430,0xd63b42c4ece57a3:0xd9a5de7c6be724dd,False
431,0xd63c4d663908893:0x39cc1d9b9f41ec40,False
432,0xd665fe2fb218d15:0x8269cd31d6186180,False
433,0xd68fc7f386143f5:0x8bf123079a74891d,False
434,0xd6a0bad0bb5fdf1:0xc67f5be86a75adfe,False
435,0xd6bdcb33d97174d:0xefaf23e8b1e79c2b,False
436,0xd6cdf26f95e0aef:0x4df1d2e8108456c3,False
437,0xd6dd713cb5302c7:0x9cfb2c858b405702,False
438,0xd6e9b2e06c12ff1:0x94b7e048506cc0f8,False
439,0xd71fce62d32c27d:0x9258f79dd3600d72,False
440,0xd724722450196b3:0xe1018d0f691b4438,False
441,0xd7259c44fdb212d:0x6025dc92c9ca32cf,False
442,0xd72d809904dabdf:0xe6c9db907b5ecab,False
443,0xd72e23e102ffa23:0x2058dc519b1962f4,False
444,0xd72fb8d8b65dbab:0x2cd48be8aebfb948,False
445,0xd72fcb76005e23f:0xcf24f3c3adf501a,False
446,0xd77058d93ac5ced:0x40463fd8ca1c650,False
447,0xd7a9e00ecccf2c1:0x8d9da01f8ebc485e,False
448,0x12a4bde21863370b:0xe444d8f66cca68ca,False
449,0xd42371b975e66b7:0x4917503ef510ad8e,False
450,0xd604f852e5f33eb:0x266629728e66f6b9,False
451,0xd41892d0db41ee3:0x56cefdbd91fdc2cf,False
452,0xd44d2d276bb20d7:0x8b75eca5a72ee4a5,False
453,0xd47728c08c66e93:0xb3ff92d41ca26bef,False
454,0x12a9d38abcf194c3:0x47bfee34eecc4749,False
455,0x12aad07c6048f55f:0xd23474adfc552221,False
